label_num,label,prediction,prob_TS,prob_ST,ABS_VAD
2,"tomorrow to settle up , okay",i 'm sorry .,-7.136857032775879,-16.631071090698242,0.027475000000000006
2,"tomorrow to settle up , okay",i do n't know .,-7.222390651702881,-28.451440811157227,0.041525
2,"tomorrow to settle up , okay",i know .,-7.573013782501221,-70.81834411621094,0.029375000000000005
2,"tomorrow to settle up , okay",what are you ?,-8.184538841247559,-18.251033782958984,0.01055
2,"tomorrow to settle up , okay",i do n't .,-8.51253604888916,-46.02125930786133,0.027325
2,"tomorrow to settle up , okay",i 'm gonna .,-9.03016471862793,-9.217016220092773,0.015175000000000003
2,"tomorrow to settle up , okay",i can n't .,-9.037282943725586,-20.454620361328125,0.030125000000000002
2,"tomorrow to settle up , okay",i can n't know .,-9.514647483825684,-49.94135284423828,0.044325
2,"tomorrow to settle up , okay","yeah , i 'm sorry .",-10.25095272064209,-15.038867950439453,0.027475000000000006
2,"tomorrow to settle up , okay","well , i do n't know .",-10.84144401550293,-47.68239974975586,0.060596212121212134
2,"tomorrow to settle up , okay","oh , i do n't know .",-10.868890762329102,-7.314861297607422,0.041525
2,"tomorrow to settle up , okay","yeah , i do n't know .",-10.894352912902832,-11.36821460723877,0.041525
2,"tomorrow to settle up , okay",i do n't know it .,-11.030128479003906,-79.79438018798828,0.041525
2,"tomorrow to settle up , okay","no , i do n't know .",-11.104191780090332,-15.281903266906738,0.041525
2,"tomorrow to settle up , okay","yeah , i do n't .",-11.672143936157227,-12.39875602722168,0.027325
2,"tomorrow to settle up , okay","oh , i do n't .",-11.72972583770752,-13.266302108764648,0.027325
2,"tomorrow to settle up , okay",i do n't know you .,-11.730539321899414,-14.06401252746582,0.041525
2,"tomorrow to settle up , okay","well , i do n't .",-11.833373069763184,-29.00079345703125,0.04639621212121213
2,"tomorrow to settle up , okay","no , i do n't .",-11.946778297424316,-36.994056701660156,0.027325
2,"tomorrow to settle up , okay","i do n't know , i do n't know .",-15.60692310333252,-26.86982536315918,0.08305000000000001
2,"tomorrow to settle up , okay","i do n't know , i do n't .",-16.200437545776367,-21.470394134521484,0.06885000000000001
2,"tomorrow to settle up , okay","i do n't know , i 'm not .",-17.017282485961914,-7.631409645080566,0.05670000000000001
2,"tomorrow to settle up , okay","i do n't know , i do n't know , i do n't know .",-24.7331600189209,-24.00455665588379,0.12457500000000003
2,"tomorrow to settle up , okay","i do n't know , i do n't know , i do n't .",-25.115562438964844,-16.25318145751953,0.11037500000000003
2,"tomorrow to settle up , okay","i do n't know , i do n't know , i 'm not .",-26.01743507385254,-46.73518371582031,0.09822500000000002
2,"tomorrow to settle up , okay","i do n't know , i do n't know , i do n't know . i 'm a little .",-37.39323043823242,-36.67131042480469,0.15120000000000006
3,what,yeah .,-4.404216766357422,-33.451995849609375,0.0
3,what,no .,-4.973538875579834,-45.47016906738281,0.0
3,what,what ?,-5.167257308959961,-24.295114517211914,0.0
3,what,yes .,-5.280692100524902,-54.66398620605469,0.0
3,what,come on .,-6.818285942077637,-3.5599870681762695,0.010750000000000001
3,what,i do n't know .,-7.189708709716797,-7.482209205627441,0.041525
3,what,i 'm sorry .,-7.517293930053711,-34.66767501831055,0.027475000000000006
3,what,i do n't .,-8.68008041381836,-30.66367530822754,0.027325
3,what,do n't know .,-8.713018417358398,-45.01437759399414,0.026350000000000005
3,what,i can n't .,-8.917259216308594,-10.675025939941406,0.030125000000000002
3,what,i can n't know .,-9.006086349487305,-33.76112747192383,0.044325
3,what,i do n't know ?,-9.13411808013916,-16.251413345336914,0.041525
3,what,i do n't know it .,-10.632343292236328,-27.370014190673828,0.041525
3,what,i do n't know ...,-10.708074569702148,-16.04324722290039,0.041525
3,what,"oh , i do n't know .",-10.8505277633667,-16.88135528564453,0.041525
3,what,"yeah , i do n't know .",-10.901780128479004,-53.64136505126953,0.041525
3,what,"well , i do n't know .",-11.199432373046875,-3.647355079650879,0.060596212121212134
3,what,"no , i do n't know .",-11.277436256408691,-9.077896118164062,0.041525
3,what,i do n't know you .,-11.89112377166748,-18.789676666259766,0.041525
3,what,"yeah , i do n't .",-11.923713684082031,-9.38818359375,0.027325
3,what,"oh , i do n't .",-11.936461448669434,-53.276580810546875,0.027325
3,what,"oh , i do n't know ?",-13.018728256225586,-9.721031188964844,0.041525
3,what,"yeah , i do n't know ?",-13.039876937866211,-6.3093485832214355,0.041525
3,what,"oh , i do n't know , it .",-17.287256240844727,-5.550262451171875,0.041525
3,what,"i do n't know , it 's a lot .",-18.813596725463867,-41.81568145751953,0.0505060650887574
3,what,"oh , i do n't know , i do n't know .",-19.76801872253418,-51.57746887207031,0.08305000000000001
3,what,"oh , i do n't know , i do n't .",-20.464603424072266,-12.941503524780273,0.06885000000000001
3,what,"oh , i do n't know , i do n't know ?",-21.885168075561523,-6.820113182067871,0.08305000000000001
3,what,"oh , i do n't know , i do n't know it .",-23.235055923461914,-6.046474456787109,0.08305000000000001
3,what,"oh , i do n't know , i do n't know , it 's the world .",-31.695716857910156,-14.833642959594727,0.09870000000000001
3,what,"oh , i do n't know , i do n't know , it 's a lot .",-32.06443405151367,-3.892746925354004,0.09203106508875741
3,what,"oh , i do n't know , i do n't know , it 's a little .",-32.31035232543945,-44.773033142089844,0.09450000000000001
4,so you would kill me as a show of your power,yeah .,-3.9795238971710205,-24.357667922973633,0.0
4,so you would kill me as a show of your power,no .,-4.536444664001465,-6.172474384307861,0.0
4,so you would kill me as a show of your power,yes .,-4.771392822265625,-21.045124053955078,0.0
4,so you would kill me as a show of your power,okay .,-5.482140064239502,-74.88636779785156,0.010316666666666665
4,so you would kill me as a show of your power,hey .,-5.909786224365234,-18.92011833190918,0.0
4,so you would kill me as a show of your power,come on .,-6.716512203216553,-46.05309295654297,0.010750000000000001
4,so you would kill me as a show of your power,i do n't know .,-6.838185787200928,-7.294705390930176,0.041525
4,so you would kill me as a show of your power,i know .,-7.196299076080322,-40.82263946533203,0.029375000000000005
4,so you would kill me as a show of your power,i 'm sorry .,-7.392210960388184,-3.867298126220703,0.027475000000000006
4,so you would kill me as a show of your power,i do n't .,-8.13160228729248,-25.59558868408203,0.027325
4,so you would kill me as a show of your power,do n't know .,-8.827858924865723,-16.12405776977539,0.026350000000000005
4,so you would kill me as a show of your power,i can n't .,-8.848262786865234,-38.40253448486328,0.030125000000000002
4,so you would kill me as a show of your power,i can n't know .,-9.079347610473633,-9.93745231628418,0.044325
4,so you would kill me as a show of your power,i do n't know it .,-9.72825813293457,-5.6327948570251465,0.041525
4,so you would kill me as a show of your power,"well , i do n't know .",-10.760419845581055,-43.02435302734375,0.060596212121212134
4,so you would kill me as a show of your power,i do n't know you .,-10.954455375671387,-3.8004708290100098,0.041525
4,so you would kill me as a show of your power,"oh , i do n't know .",-10.997589111328125,-17.692855834960938,0.041525
4,so you would kill me as a show of your power,"no , i do n't know .",-11.140664100646973,-22.167139053344727,0.041525
4,so you would kill me as a show of your power,"yeah , i do n't know .",-11.209075927734375,-31.374053955078125,0.041525
4,so you would kill me as a show of your power,i do n't know that .,-11.54294204711914,-19.068038940429688,0.041525
4,so you would kill me as a show of your power,"well , i do n't .",-11.812017440795898,-48.578392028808594,0.04639621212121213
4,so you would kill me as a show of your power,"well , i do n't know it .",-13.633820533752441,-26.220943450927734,0.060596212121212134
4,so you would kill me as a show of your power,"oh , i do n't know it .",-13.93603229522705,-20.520524978637695,0.041525
4,so you would kill me as a show of your power,"i do n't know , i do n't know .",-15.418898582458496,-29.233356475830078,0.08305000000000001
4,so you would kill me as a show of your power,"i do n't know , i do n't .",-16.148921966552734,-34.929630279541016,0.06885000000000001
4,so you would kill me as a show of your power,i do n't know . i 'm not .,-16.828859329223633,-57.71440887451172,0.05670000000000001
4,so you would kill me as a show of your power,"i do n't know , i 'm not .",-16.86797523498535,-19.092079162597656,0.05670000000000001
4,so you would kill me as a show of your power,"i do n't know , i do n't know it .",-18.385717391967773,-37.07324981689453,0.08305000000000001
4,so you would kill me as a show of your power,"i do n't know , i do n't know you .",-19.736425399780273,-53.61337661743164,0.08305000000000001
4,so you would kill me as a show of your power,"i do n't know , i do n't know . i 'm not .",-25.76909637451172,-49.97259521484375,0.09822500000000002
4,so you would kill me as a show of your power,"i do n't know , i do n't know . i 'm not to .",-28.284183502197266,-24.226078033447266,0.09822500000000002
4,so you would kill me as a show of your power,"i do n't know , i do n't know , i 'm not to .",-28.590837478637695,-27.43309211730957,0.09822500000000002
5,"she 's breathing , okay",yeah .,-4.2382612228393555,-53.91632843017578,0.0
5,"she 's breathing , okay",no .,-4.714223861694336,-6.594024658203125,0.0
5,"she 's breathing , okay",yes .,-4.961183071136475,-27.424423217773438,0.0
5,"she 's breathing , okay",okay .,-5.645543098449707,-47.816402435302734,0.010316666666666665
5,"she 's breathing , okay",i do n't know .,-7.045658588409424,-52.29595184326172,0.041525
5,"she 's breathing , okay",come on .,-7.05036735534668,-18.59257698059082,0.010750000000000001
5,"she 's breathing , okay",i 'm sorry .,-7.0737624168396,-40.709922790527344,0.027475000000000006
5,"she 's breathing , okay",i know .,-7.418742656707764,-72.55625915527344,0.029375000000000005
5,"she 's breathing , okay","no , no .",-8.278908729553223,-7.039322853088379,0.0
5,"she 's breathing , okay","oh , no .",-8.369915962219238,-57.43540954589844,0.0
5,"she 's breathing , okay",i do n't .,-8.530509948730469,-96.22402954101562,0.027325
5,"she 's breathing , okay",i can n't know .,-9.307814598083496,-49.47572326660156,0.044325
5,"she 's breathing , okay","yeah , i 'm sorry .",-9.897720336914062,-46.640010833740234,0.027475000000000006
5,"she 's breathing , okay","oh , i 'm sorry .",-10.114151000976562,-18.43335723876953,0.027475000000000006
5,"she 's breathing , okay","well , i 'm sorry .",-10.228217124938965,-23.18503189086914,0.046546212121212134
5,"she 's breathing , okay","yeah , i do n't know .",-10.344776153564453,-7.280532360076904,0.041525
5,"she 's breathing , okay","oh , i do n't know .",-10.484097480773926,-24.458309173583984,0.041525
5,"she 's breathing , okay","well , i do n't know .",-10.530462265014648,-28.830163955688477,0.060596212121212134
5,"she 's breathing , okay","no , i do n't know .",-10.596439361572266,-6.665801048278809,0.041525
5,"she 's breathing , okay",i do n't know it .,-10.98904037475586,-4.0548095703125,0.041525
5,"she 's breathing , okay","yeah , i do n't .",-11.369110107421875,-19.10066032409668,0.027325
5,"she 's breathing , okay",i do n't know you .,-11.429719924926758,-46.69245910644531,0.041525
5,"she 's breathing , okay","oh , i do n't .",-11.571967124938965,-3.9057483673095703,0.027325
5,"she 's breathing , okay","i do n't know , i 'm sorry .",-14.163732528686523,-31.112220764160156,0.06900000000000002
5,"she 's breathing , okay","i do n't know , i do n't know .",-14.521825790405273,-18.749927520751953,0.08305000000000001
5,"she 's breathing , okay","i do n't know , i do n't .",-15.394390106201172,-51.29568099975586,0.06885000000000001
5,"she 's breathing , okay","well , i do n't know , i do n't know .",-18.263103485107422,-15.505050659179688,0.10212121212121214
5,"she 's breathing , okay","i do n't know , i do n't know it .",-18.528383255004883,-12.361322402954102,0.08305000000000001
5,"she 's breathing , okay","i do n't know , i do n't know , i 'm sorry .",-22.25602149963379,-14.202680587768555,0.11052500000000003
5,"she 's breathing , okay","well , i do n't know , i do n't know , i 'm sorry .",-26.09507179260254,-42.58025360107422,0.12959621212121214
5,"she 's breathing , okay","well , i do n't know , i do n't know , i do n't know .",-26.51803970336914,-52.19709014892578,0.14364621212121215
5,"she 's breathing , okay","well , i do n't know , i do n't know , i do n't .",-27.172006607055664,-28.177474975585938,0.12944621212121216
6,"tino , what are you thinking",yeah .,-4.460422992706299,-41.74531555175781,0.0
6,"tino , what are you thinking",no .,-4.911419868469238,-44.19111633300781,0.0
6,"tino , what are you thinking",yes .,-5.071821212768555,-7.142358779907227,0.0
6,"tino , what are you thinking",okay .,-5.832998752593994,-15.748527526855469,0.010316666666666665
6,"tino , what are you thinking",come on .,-6.4395318031311035,-26.286020278930664,0.010750000000000001
6,"tino , what are you thinking",i 'm sorry .,-6.984900951385498,-29.226335525512695,0.027475000000000006
6,"tino , what are you thinking",i do n't know .,-7.000763416290283,-27.99468231201172,0.041525
6,"tino , what are you thinking",i do n't .,-8.14894962310791,-51.105934143066406,0.027325
6,"tino , what are you thinking",what are you ?,-8.185873985290527,-43.8994140625,0.01055
6,"tino , what are you thinking",i can n't .,-8.799090385437012,-11.694034576416016,0.030125000000000002
6,"tino , what are you thinking",i 'm gonna .,-8.951763153076172,-17.607479095458984,0.015175000000000003
6,"tino , what are you thinking",i can n't know .,-9.272992134094238,-20.01551628112793,0.044325
6,"tino , what are you thinking","oh , i 'm sorry .",-10.15969467163086,-54.47959518432617,0.027475000000000006
6,"tino , what are you thinking","well , i 'm sorry .",-10.342185974121094,-30.298446655273438,0.046546212121212134
6,"tino , what are you thinking",i do n't know it .,-10.376824378967285,-19.360355377197266,0.041525
6,"tino , what are you thinking","oh , i do n't know .",-10.77678394317627,-49.84584045410156,0.041525
6,"tino , what are you thinking",i do n't know you .,-10.892582893371582,-8.573580741882324,0.041525
6,"tino , what are you thinking","well , i do n't know .",-10.894149780273438,-50.80200958251953,0.060596212121212134
6,"tino , what are you thinking","yeah , i do n't know .",-11.218270301818848,-13.344512939453125,0.041525
6,"tino , what are you thinking","oh , i do n't .",-11.543108940124512,-19.427955627441406,0.027325
6,"tino , what are you thinking",i do n't know . i 'm sorry .,-14.446386337280273,-22.827152252197266,0.06900000000000002
6,"tino , what are you thinking",i do n't know . i do n't know .,-15.300578117370605,-7.421059608459473,0.08305000000000001
6,"tino , what are you thinking",i do n't know . i can n't .,-15.602619171142578,-17.02629852294922,0.07165000000000002
6,"tino , what are you thinking",i do n't know . i do n't .,-15.744074821472168,-13.874227523803711,0.06885000000000001
6,"tino , what are you thinking",i do n't know . i 'm gonna .,-16.313724517822266,-62.576290130615234,0.05670000000000001
6,"tino , what are you thinking",i do n't know . i 'm not .,-16.485496520996094,-14.995386123657227,0.05670000000000001
6,"tino , what are you thinking",i do n't know . i can n't know .,-16.74285888671875,-33.68151092529297,0.08585000000000001
6,"tino , what are you thinking",i do n't know . i can n't you .,-17.81992530822754,-14.544787406921387,0.07165000000000002
6,"tino , what are you thinking",i do n't know . i do n't know you .,-19.469606399536133,-43.60197830200195,0.08305000000000001
6,"tino , what are you thinking",i do n't know . i do n't know . i 'm sorry .,-23.250411987304688,-13.145158767700195,0.11052500000000003
6,"tino , what are you thinking",i do n't know . i do n't know . i 'm not .,-25.233060836791992,-38.68260955810547,0.09822500000000002
6,"tino , what are you thinking",i do n't know . i do n't know . i 'm a little .,-26.786191940307617,-32.17632293701172,0.10967500000000001
7,you know what i 'm thinking,yeah .,-4.247358798980713,-21.414531707763672,0.0
7,you know what i 'm thinking,no .,-4.551015853881836,-19.876724243164062,0.0
7,you know what i 'm thinking,yes .,-4.757411956787109,-23.89159393310547,0.0
7,you know what i 'm thinking,okay .,-5.558205604553223,-55.4875373840332,0.010316666666666665
7,you know what i 'm thinking,hey .,-5.6710429191589355,-34.45670700073242,0.0
7,you know what i 'm thinking,come on .,-6.075520038604736,-7.112933158874512,0.010750000000000001
7,you know what i 'm thinking,i do n't know .,-6.400909423828125,-7.208813667297363,0.041525
7,you know what i 'm thinking,i 'm sorry .,-6.7114105224609375,-21.228816986083984,0.027475000000000006
7,you know what i 'm thinking,i know .,-7.086049556732178,-34.65166473388672,0.029375000000000005
7,you know what i 'm thinking,i do n't .,-7.4253129959106445,-51.70509338378906,0.027325
7,you know what i 'm thinking,do n't know .,-8.1925048828125,-54.76875305175781,0.026350000000000005
7,you know what i 'm thinking,you do n't know .,-8.262789726257324,-69.2279052734375,0.026350000000000005
7,you know what i 'm thinking,i 'm not .,-8.375606536865234,-13.797746658325195,0.015175000000000003
7,you know what i 'm thinking,i can n't .,-8.378135681152344,-15.577621459960938,0.030125000000000002
7,you know what i 'm thinking,i 'm gonna .,-8.598411560058594,-20.308212280273438,0.015175000000000003
7,you know what i 'm thinking,i can n't know .,-9.007340431213379,-32.404911041259766,0.044325
7,you know what i 'm thinking,i do n't know it .,-9.664427757263184,-21.90859603881836,0.041525
7,you know what i 'm thinking,i do n't you .,-9.863761901855469,-42.960960388183594,0.027325
7,you know what i 'm thinking,"well , i 'm sorry .",-9.89066219329834,-30.015125274658203,0.046546212121212134
7,you know what i 'm thinking,"oh , i 'm sorry .",-10.032295227050781,-25.89825439453125,0.027475000000000006
7,you know what i 'm thinking,"well , i do n't know .",-10.18745231628418,-30.43648910522461,0.060596212121212134
7,you know what i 'm thinking,"oh , i do n't know .",-10.414721488952637,-47.06365966796875,0.041525
7,you know what i 'm thinking,i do n't know you .,-10.742585182189941,-16.02825164794922,0.041525
7,you know what i 'm thinking,"well , i do n't .",-10.910401344299316,-10.099184036254883,0.04639621212121213
7,you know what i 'm thinking,"oh , i do n't .",-11.005491256713867,-38.62184143066406,0.027325
7,you know what i 'm thinking,i do n't know . i 'm sorry .,-13.878952980041504,-93.6513900756836,0.06900000000000002
7,you know what i 'm thinking,i do n't know . i do n't know .,-14.49588680267334,-11.516122817993164,0.08305000000000001
7,you know what i 'm thinking,i do n't know . i do n't .,-14.73213005065918,-14.507608413696289,0.06885000000000001
7,you know what i 'm thinking,i do n't know . i 'm not .,-15.489594459533691,-39.405487060546875,0.05670000000000001
7,you know what i 'm thinking,i do n't know . i do n't you .,-17.46256446838379,-46.104957580566406,0.06885000000000001
7,you know what i 'm thinking,i do n't know . i do n't know it .,-17.947248458862305,-6.515599250793457,0.08305000000000001
7,you know what i 'm thinking,i do n't know . i do n't know . i 'm a little .,-26.161460876464844,-22.801639556884766,0.10967500000000001
8,want to buy one,yeah .,-3.8614566326141357,-15.449499130249023,0.0
8,want to buy one,no .,-4.417272090911865,-9.750995635986328,0.0
8,want to buy one,yes .,-4.745950698852539,-50.030982971191406,0.0
8,want to buy one,okay .,-5.517737865447998,-14.869386672973633,0.010316666666666665
8,want to buy one,what ?,-5.867411136627197,-51.423828125,0.0
8,want to buy one,hey .,-5.887838363647461,-17.629365921020508,0.0
8,want to buy one,come on .,-6.828831672668457,-20.577247619628906,0.010750000000000001
8,want to buy one,i do n't know .,-7.099923610687256,-53.82114791870117,0.041525
8,want to buy one,i 'm sorry .,-7.425934791564941,-15.144453048706055,0.027475000000000006
8,want to buy one,"oh , no .",-8.182449340820312,-18.975669860839844,0.0
8,want to buy one,do n't know .,-8.501903533935547,-12.663484573364258,0.026350000000000005
8,want to buy one,i do n't .,-8.539214134216309,-55.109092712402344,0.027325
8,want to buy one,i can n't .,-9.019081115722656,-19.08895492553711,0.030125000000000002
8,want to buy one,i can n't know .,-9.338202476501465,-69.72777557373047,0.044325
8,want to buy one,i do n't know ?,-9.801774024963379,-22.07882308959961,0.041525
8,want to buy one,i do n't know it .,-10.672789573669434,-35.66251754760742,0.041525
8,want to buy one,"well , i do n't know .",-10.832863807678223,-29.0925235748291,0.060596212121212134
8,want to buy one,"yeah , i do n't know .",-11.017756462097168,-6.647631645202637,0.041525
8,want to buy one,"oh , i do n't know .",-11.04378890991211,-16.589595794677734,0.041525
8,want to buy one,"no , i do n't know .",-11.253477096557617,-18.10133171081543,0.041525
8,want to buy one,"yeah , i do n't .",-11.877793312072754,-10.381518363952637,0.027325
8,want to buy one,"well , i do n't .",-11.937135696411133,-40.674522399902344,0.04639621212121213
8,want to buy one,"oh , i do n't .",-11.9898042678833,-28.826120376586914,0.027325
8,want to buy one,"no , i do n't .",-12.179778099060059,-20.534202575683594,0.027325
8,want to buy one,i do n't know you .,-12.380213737487793,-14.999114036560059,0.041525
8,want to buy one,"well , i do n't know it .",-14.389273643493652,-28.956167221069336,0.060596212121212134
8,want to buy one,"i do n't know , i 'm not .",-17.675098419189453,-6.01217794418335,0.05670000000000001
8,want to buy one,"well , i do n't know , i 'm sorry .",-19.893539428710938,-43.80323791503906,0.08807121212121213
8,want to buy one,"well , i do n't know , i do n't know .",-20.190143585205078,-19.407886505126953,0.10212121212121214
8,want to buy one,"well , i do n't know , i do n't .",-20.785356521606445,-30.222057342529297,0.08792121212121214
8,want to buy one,"well , i do n't know , i 'm not .",-21.691343307495117,-50.330413818359375,0.07577121212121214
8,want to buy one,"well , i do n't know , i do n't know . i 'm not .",-31.963071823120117,-61.55216979980469,0.11729621212121215
9,who the fuck is this,yeah .,-4.266039848327637,-14.996400833129883,0.0
9,who the fuck is this,no .,-4.988802433013916,-28.346982955932617,0.0
9,who the fuck is this,yes .,-5.113541126251221,-55.84648895263672,0.0
9,who the fuck is this,okay .,-5.821815013885498,-22.357858657836914,0.010316666666666665
9,who the fuck is this,come on .,-7.086395263671875,-40.99264907836914,0.010750000000000001
9,who the fuck is this,i do n't know .,-7.209860324859619,-14.596427917480469,0.041525
9,who the fuck is this,i 'm sorry .,-7.474191665649414,-36.777469635009766,0.027475000000000006
9,who the fuck is this,i do n't .,-8.790596008300781,-20.77018165588379,0.027325
9,who the fuck is this,do n't know .,-8.805472373962402,-11.561051368713379,0.026350000000000005
9,who the fuck is this,i can n't .,-9.466673851013184,-12.64333724975586,0.030125000000000002
9,who the fuck is this,i can n't know .,-9.534139633178711,-5.282078742980957,0.044325
